numero;description
174;"(Pl. 152). — *Petite aiguière étrusque d'ancien style.* Le goulot est tréflé, ce qui nous renvoie au Vᵉ siècle avant l'ère chrétienne; l'anse est ornée de cannelures et amortie par deux petits masques, dont l'un, imberbe, regarde dans l'intérieur du vase, tandis que l'autre, un masque archaïque de Silène, sert d'appui à l'anse. Haut. 0.14. — Patine bleuâtre. # BRONZES ÉGYPTIENS DECLASSIFIED Authority RF 74365"
175;"(Pl. 153). — *Le roi Thoutmosis III.* Grande plaque découpée, ciselée et ajourée, représentant Thoutmosis III (16e siècle avant notre ère). Le roi est debout à dr., dans l'attitude de la marche; coiffé d'un casque, vêtu d'un tablier proéminent, paré de bracelets, d'armilles et d'un large collier, il porte une table d'offrandes, chargée de fleurs de lotus, de fruits et de vases à onguents. A ses pieds, on voit le cartouche royal avec son nom placé sous le signe de l'or; dans le haut, quelques lignes d'hiéroglyphes énumèrent ses titres: « Le dieu bon, maître des deux pays, maître de rendre service au dieu (de Thèbes) vivant à jamais ». (*Lecture de M. Maspéro*). *Catalogue de la vente Hoffmann (1899), n. 44 (pl. 5).* Haut. 0.276. — Patine verte. DECLASSIFIED Authority RF 74365 # ORFÈVRERIE ET # ARGENTERIE DECLASSIFIED Authority RF 74365"
176;"(Pl. 154). — Paire de boucles d'oreilles étrusques. Un grenat orbiculaire, en cabochon, est serti dans une bordure d'or finement moulurée et entourée de folioles découpées. A cette pièce est suspendu un croissant bordé d'annelets et de fleurettes, puis une dizaine de breloques sont attachées à de petites chaînes plus ou moins longues. La moitié de ces breloques est en or martelé et figure des graines; les autres sont en émail cloisonné. Dans la courbe intérieure du croissant se dressent quatre petites fleurs sur leurs tiges. Collection du poète anglais Samuel Rogers. Vente Bale (Londres, 1881, chez Christie and Manson), n. 1777. Haut. (avec le crochet) 0.045."
177;(Pl. 154). — Anse de vase en argent ciselé. Elle s'amortit au sommet par un buste de chimère placé entre deux dauphins, et, dans le bas, par un masque de Satyre barbu. — Fonte pleine. Long. 0.16. ARGENTERIE
178;"(Pl. 155). — Patère phénicienne en argent. Le médaillon central représente Horus, brandissant une masse d'armes, tenant en même temps un arc et des flèches, et prenant par les cheveux trois captifs asiatiques qui, tombés à genoux, lèvent les bras vers le dieu victorieux pour implorer leur grâce. Ces captifs, vêtus de robes longues et pointillées, sont probablement des Lydiens. Près d'Horus, on voit un lion qui, lui aussi, se jette sur les ennemis. Devant ce groupe, Isis debout tend une plume d'autruche à Horus. Du côté opposé, un dieu, drapé dans une peau de panthère et coiffé d'une plume, porte sur son épaule une lance et le cadavre d'un Asiatique; sa main gauche tient une masse d'armes et saisit par les cheveux un captif agenouillé. Dans le champ: épervier au vol, sphinx couché, quelques cartouches et symboles isolés. En exergue, un Asiatique couché tire de l'arc, la tête tournée en arrière. Une ligne d'hiéroglyphes est tracée entre le tableau et l'exergue. Bordure formée de quatre bouquets de lotus, dans lesquels on distingue deux chevaux alternant avec deux figurines d'Horus enfant, assis sur une fleur de lotus, la main gauche à la bouche, l'autre armée d'un fléau. La gravure au burin est d'une finesse admirable, et, en dehors de la gravure, l'artiste a employé le procédé du repoussé, qui donne à tout son dessin un léger relief. On connait une série, déjà assez nombreuse, de ces coupes, phéniciennes par le style et la composition, mais certainement inspirées par l'art égyptien. Je n'en citerai que quatre: celles de Dali, de Curium et les deux de Palestrine, parce qu'elles présentent des analogies notables avec la patère de M. Dutuit. Elles sont reproduites dans Perrot et Chipiez, Histoire de l'Art, ARGENTERIE 145 t. III, 771. 789. 97 et 759. Sur la coupe de Curium, le groupe principal, un peu modifié, a été relégué dans la frise. Coupe sans pied, peu profonde, trouvée, en 1871, dans une tombe, près de Salerne (plus vraisemblablement à Cervetri). Bullettino dell' Instituto 1872, p. 130 (Helbig) et 131 (Brizio). — Monumenti dell' Instituto, t. IX, pl. 44. — Annali 1872, p. 231 (Lignana). — Coll. Castellani, Cat. de la vente de Rome (1884), n. 753. — Perrot et Chipiez, Histoire de l'Art, t. III, 773 (note). — Frœhner, Collection Tyszkiewicz, pl. 2 et Cat. de la vente Tyszkiewicz, n. 220 (pl. 24). Diam. 0.19. — Bords lacérés et très frustes; pour soutenir la feuille d'argent, qui est d'une extrême ténuité, on l'a collée dans une coupelle d'argent moderne. 10 DECLASSIFIED Authority RF 74365 IVOIRES DECLASSIFIED Authority RF 74365"
179;"(Pl. 156). — Applique découpée, en ivoire. Cette applique représente un soldat romain, cuirassé et coiffé d'un casque. Le cimier du casque est mutilé. Je crois que la pièce date de l'époque de Constantin. Trouvée à Rome. — Haut. 0.092. # TESSÈRES DE JEU OU DE COMPTOIR Les cinq tessères placées en tête de ce chapitre (n°s 180-184), avec leurs légendes grecques au revers et leur double numération, latine et grecque, font partie d'une série des plus intéressantes, qui s'accroit d'année en année, et dont la destination est restée longtemps une énigme. On les appelait tessères théâtrales, parce qu'un exemplaire, trouvé à Pompéi, représente les gradins en demi-cercle (ἐμενόσθεν) du théâtre antique, et qu'un autre, de même provenance, porte le nom d'Eschyle. Mais la tessère au nom d'Eschyle a pour type un temple égyptien, et rien ne prouve que la légende se rapporte au poète tragique. On lit Ἐπιράσχου au revers d'une pièce où le sanctuaire égyptien est nettement caractérisé par une frise d'uræus et l'épervier coiffé du pschent. Dès 1884, dans l'Annuaire de la Société de numismatique (p. 232), j'ai établi que les tessères de ce genre n'ont nulle connexion avec le théâtre; que ce sont des pions de jeu ou des jetons de comptoir. Leur forme déjà l'indique d'une façon qui n'admet aucun doute. Elles n'ont de relief que sur une seule face; l'autre est restée lisse, parce qu'elle devait glisser sur un damier ou sur un abaque. Aussi, en 1896, l'un des secrétaires de l'Institut allemand de Rome, M. Huelsen, a repris ma thèse 150 IVOIRES (Mittheilungen XI, 238), et ses conclusions, comme il fallait s'y attendre, ne diffèrent pas des miennes. Mon article venait de paraître, lorsque, à Rudies, dans une tombe, on découvrit tout un jeu de tessères portant les numéros I à XV, mais sans inscriptions. Depuis, deux autres jeux, presque aussi complets, sont venus du Caire et de Chypre. M. Huelsen voudrait les rattacher au *ludus duodecim scriptorum*, c'est-à-dire à une espèce de trictrac dont les règles ont été déduites d'une épigramme de l'Anthologie par Becq de Fouquières (*Jeux des anciens*, p. 372). En effet, ce jeu des *douze lignes* se jouait avec quinze pions, et la numération de nos tessères ne dépasse jamais le chiffre XV. Mais chaque partenaire en avait quinze et, pour éviter la confusion, l'un jouait avec des blancs, l'autre avec des noirs. Or, presque toutes nos tessères sont blanches; sur les 200 pièces de ma collection, 10, tout au plus, présentent une couleur plus foncée. Je ne crois donc pas qu'elles aient servi au jeu des *douze lignes*, et leur emploi comme jetons de comptoir me semble infiniment plus probable. M. Jules Sambon, à Milan, possède une tessère en sardonyx oriental, qui doit avoir appartenu à quelque patricien de Rome, à un empereur peut-être. Mais le classement de ces objets est bien plus embarrassant que leur destination. Entre le sujet figuré et la légende, il y a une relation très étroite, déjà entrevue par Henzen. La légende explique toujours le sujet, et si, parfois, nous ne la comprenons pas, la faute en est à notre ignorance. Un classement des inscriptions par ordre alphabétique a l'avantage de conduire sans peine au mot que l'on cherche; l'ordre numérique, suivi par M. Huelsen (p. 248) est sans utilité, car les mêmes mots reparaissent souvent avec des chiffres différents. J'ai prouvé que les tessères portant une IVOIRES 151 main, dont les doigts tour à tour se lèvent ou s'inclinent, représentent les gestes du calcul digital; elles forment un groupe inséparable. D'autres groupes doivent exister et n'attendent que leur reconstitution. On peut, dès aujourd'hui, en indiquer quelques-uns. 1) Les Muses. Elles se suivent exactement dans l'ordre que leur assignent les vers célèbres de la Théogonie d'Hésiode: Εὐτέρπης II, Μελπομίνης III (2 exemplaires), Ἐρατὸ VI. La série aura été complétée par des poètes: Μένανδροι(ς) XIII, Ἀλεμὰν XV. Homère portait probablement le n° X. J'exclus de ce groupe [Πλ]ώτος (Plautus I, et [Στ]εσίχορος VIII, figurés par des squelettes, comme les poètes et philosophes des vases d'argent de Boscoreale. 2) Les empereurs de Rome et les rois d'Égypte: Καΐσαρ (Auguste) I et II, Γάιος (Gaius César) III, Λεβία III, Νέρων V, ἀδελφὸς Κλε(ο)πάτρας XIII. 3) Les divinités grecques: Ζεύς I et V, Ἡρα V, Ἀπόλλων VIII et X, Ἀδηνὰ VIII, Ἀρας VII et XIII, Ἀρροδίτη III, VI et VIII, Ἐρμᾶς V (2 exemplaires). Ici, l'ordre traditionnel des Douze dieux n'a pas été maintenu; sauf Ζεύς I, et Ἀδηνὰ VIII, personne n'est à sa place; mais il suffit de ces deux exceptions pour conclure à l'existence probable d'une série de δωδειαδίου, complétée par Κρόνος XIII et Κόρη VI, XIII, XV. Je rencontre aussi Διόνυσ(ος) VIII, Ἡλιος II et VIII, Σελλένη..., Νίπη XI, les bustes de deux Μοῦσαι VI, les ἀδελφοί X, Κάστωρ XI et XII, Πολυδεύη(ος) XV, Ἡραπλῆς VIII et XIII. 4) Les divinités égyptiennes: Ἱσις III, Σενέρδος V, Ἀγκεδοδαίμων VI et VII, [στε]φανοῦς Σεράπει(ος) VII, Ἀνουβὶς XIII, Ἀρποχρά(τας) XIII, Κάνωπος XV. Même désordre que dans le groupe des dieux grecs, et aussi difficile à expliquer. Un mélange des deux séries n'était pas non plus impossible. 152 IVOIRES 5) Les jeux publics: *Απτιπ I, Ὀλανπι(π) II, Πὺζεπ II, Δὐπ XIIII, Ππυπζέωμπ XV. 6) Les athlètes, peut-être présidés par Ἡρακλῆς I. Tous les Damas, Eisas, Hermas, Harphochras, Heraklas, Sarapas et autres rentrent dans cette catégorie. 7) Caricatures des hétaires d'Alexandrie: Χελιδών III, Κ(ε)ὐκ V, Γλύπτει VI, Κορμίνει VII, Ὀρινὲ X, Χελιδόνι(ο)ν XI, Παραιτέωι(ο)ν XIII, Πίστει XIIII, Σόμπ XV. 8) Temples et autres édifices d'Alexandrie: πύλη I (deux exemplaires), ἄλτος III, Ἐλευστέωιον III, V, VII, βωραί V et VI, Καισάρου (pour Καισάρου, -ριου) VI, ἰβιών VIIII et XII (trois exemplaires), πωραὰς de quelque sanctuaire X, ἐφιεσώλιπ de théâtre XI (deux exemplaires), πτερὰ XIII (trois exempl.). A ce groupe, nombreux entre tous, il convient de joindre les tessères dont j'ai parlé plus haut, qui portent, au revers d'un temple égyptien, un nom propre grec au génitif: Εὐραλέχου II (trois exemplaires) et Αἰσχύλου XII (deux exemplaires), XIII. Espérons que bientôt d'autres séries, telles que le zodiaque ou les sujets érotiques, seront assez bien fournies pour nous permettre de les reformer. La grande majorité des tessères à légendes grecques et à numération bilingue vient d'Égypte et de Rome; la Campanie, pour laquelle on les croyait faites, parce qu'on y parlait deux langues, le grec et le latin, n'en a donné que très peu, et de celles précisément qui trahissent le mieux leur origine égyptienne. Toutes, sans exception, ont été fabriquées à Alexandrie. Le choix des sujets et l'orthographe des inscriptions nous donnent à cet égard une certitude absolue. En Grande-Grèce, on n'aurait pas écrit ΚΟΡΗI pour Κόρκ (1). (1) Voici quelques suppléments au travail, d'ailleurs très consciencieux, de M. Huelsen: Les n° 83-84 se rapportent à une seule et même pièce; il n'en est pas IVOIRES 153 Tous les numéros suivants, de 180 à 210, viennent de la collection Saulini, vendue à Rome en 1899."
180;"(Pl. 157). — Crocodile à tête d’épervier, coiffé du pschent et couché, à gauche, devant un autel égyptien. Revers: VI Ἀγειληνᾶ(ιὐμων) Deux autres tessères représentent le même dieu, non avec un corps de serpent, comme l’Agathodémon grec, mais avec un corps de crocodile; sur l’une d’elles, il a une tête humaine (Annali dell’ Instituto XXII, pl. M, 4); sur l’autre, un buste humain à la tête imberbe et coiffée d’un bonnet pointu. Brunn, Bull. dell’ Instituto 1864, p. 37 (sans les chiffres). — Huelsen, Mith. des róm. Institutes 1896, p. 238. Diam. 0.029. — Un morceau du bord est brisé. autrement des n° 87-88. IBICON (n° 51-53) est mal lu; il faut lire IBIAN. Au n° 78, la tessère porte clairement HICHI. Cinq pièces, déjà publiées lorsqu’il rédigeait son article, lui ont échappé: 1) Celle du Musée de Berlin (Arch. Zeitung 1879, p. 102). La pièce est peut-être identique avec le n° 36 du recueil de Blanchet, que je n’ai pas vu à Londres. — 2-3). Deux tessères du Musée de Bâle. Bernoulli, Katalog, p. 182. Le mot Ἀλλέγαν(ἄρχε) est inquiétant, mais un surmoulage que j’ai sous les yeux me garantit l’authenticité de la légende. — 4) Anzeiger zum Jahrbuch 1891, p. 137 et Proceedings of the Society of Antiquaries, 4 décembre 1890. — 5) Mittheilungen des Institutes in Athen. t. XIV, 130. Enfin, je voudrais lui dire qu’il est difficile d’attribuer à M. Gnecchi la revendication des contorniates pour les tabulae lusoriae. M. Gnecchi qu’il cite à ma place (p. 237, note 2) n’a fait que s’approprier ma thèse en la dénaturant. 154 IVOIRES"
181;"(Pl. 157). — Buste viril imberbe, à gauche. Revers: XII[II] 'Αντὰ[ε] 1Δ C'est un buste d'athlète; la restitution du nom propre me paraît certaine, car il ne peut manquer qu'une seule lettre. 'Αντὰε, comme Δαμάε, 'Αρπαράε, Εἰσάε, 'Ερμάε, 'Ηρακλάε' qui se trouvent sur d'autres tessères à têtes d'athlètes. Diam. 0.028. — Un tiers à peu près est brisé."
182;(Pl. 157). — Tête de femme, grotesque. Revers: X 'Ορενὴ 'Ορενὴ pour 'Ορενὴ. — On a vu dans l'Introduction que les caricatures de femmes, d'hétaires probablement, sont assez fréquentes sur les tessères de jeu. Diam. 0.031.
183;(Pl. 157). — Edifice égyptien. Revers: VIII Φαμὸ[λες] 69 Voilà une de ces tessères qui porte, au revers d'un édifice égyptien, un nom propre au génitif, comme IVOIRES 155 Λέσχυλο, Εὐρούχου. S'agit-il du nom latin *Famula* ? on n'en connaît pas d'autre exemple. Albert Dumont avait vu à Beyrouth, dans la collection Péretié, une tessère avec VIII-ΦΑΜΟΛΗC-H et un édifice qu'il prenait pour un théâtre. Mais une autre pièce à la légende [Φ]ΑΜΟΛΗC représente un buste drapé (Blanchet, n. 43). Je pense que son inscription doit se lire φαινολες (manteau). Sur celle de la collection Martinetti (Huelsen, n. 90) figure un coureur ithyphallique drapé. Diam. 0.031.
184;(Pl. 158). — Une couronne de fleurs en relief, et dont les lemnisques se relèvent, renferme le mot: Νερώνεκ gravé en creux. Revers: VIII La tessère se rapporte aux jeux institués, l'an 60 de notre ère, par l'empereur Néron, et fait partie d'un groupe de tessères portant, au milieu d'une couronne en relief, le nom d'un *agon*. J'en ai donné la liste dans mon Introduction. Brunn, Bull. dell' Instituto 1864, p. 37. Diam. 0.032. 156 IVOIRES
185;(Pl. 158). — Amour enfant, allant à grands pas vers la droite, la chlamyde sur l'épaule, une lyre au bras gauche, le plectrum à la main droite abaissée. Revers: VIIII G Bull. dell' Instituto 1864, p. 37. Diam. 0.028.
186;(Pl. 158). — Masque scénique de Silène, à gauche, la barbe en tire-bouchons. Revers: VIII Diam. 0.032.
187;(Pl. 158). — Même masque, de face, la bouche ouverte, arrondie et ajourée. Revers: XII Un autre exemplaire, avec le chiffre VI, figure au Catalogue de la vente Piot (1870), n. 263. Diam. 0.032.
188;(Pl. 159). — Amphithéâtre. Revers: XV G Diam. 0.027. — Patine verte. IVOIRES 157
189;(Pl. 159). — Façade d'un temple égyptien. Sous le portail, le dieu Canope coiffé de l'atef. Un escalier conduit au sanctuaire. Revers: V Diam. 0.033.
190;(Pl. 159). — Deux poteaux enjolivés d'un pointillé. Entr'eux, un arbuste, et, de chaque côté, une tige feuillue. Revers: IIII Δ Diam. 0.033.
191;(Pl. 159). — Deux poissons tournés à gauche. Revers: X Diam. 0.028. — Trouée. — Un petit morceau manque.
192;(Pl. 160). — Panier conique rempli de fruits. Le mot grec pour les paniers de cette forme est σπυρίς. Revers: VI ♀ Même sujet dans les Monumenti dell' Inst., t. IV, pl. 52, 15. Diam. 0.030. 158 IVOIRES
193;(Pl. 160). — Rhyton cannelé et tête de fauve. Revers: X Fragment. — Haut. 0.028.
194;(Pl. 160). — Bourse ouverte. Revers: XV I€ Diam. 0.028. — Patine vert pâle. — Décrite comme sujet obscène au Catalogue Saulini, p. 5.
195;(Pl. 160). — Rose en relief. Revers: D Diam. 0.026.
196;(Pl. 161). — Lièvre tourné à gauche. — Tessère découpée. Revers: II Autres exemplaires dans les Monumenti, t. IV, pl. 52, 26 avec le nombre VIII, au Musée de Londres avec le nombre VIII, et dans les Mélanges de l'École de Rome, t. XVI, pl. VI, 3 avec le nombre X. — Sur notre planche, on n'a reproduit que le revers. Haut. 0.027. Long. 0.036. IVOIRES 159
197;Pl. (161). — Jambon marqué, sur sa face, du chiffre III. — Tessère découpée. Long. 0.040.
198;(Pl. 161). — Canard, sculpté sur ses deux faces, sans notation numérique. — Tessère découpée. Haut. 0.028. Long. 0.052.
199;(Pl. 161). — Autre exemplaire, plus petit. Haut. 0.015. Long. 0.031.
200;"(Pl. 161). — Oie plumée. Au revers: XI. — Tessère découpée. Au Musée de Naples, il y en a 22 venant de Pompéi; 3 autres font partie de la collection Martinetti (*Mélanges*, l. c., pl. VI, 7 et 11), et à Athènes, en 1866, dans le sarcophage d'une femme appelée *Σταργή Παιρεόλου*, on en a recueilli toute une série, numérotés de I à XII (R. Schoene, *Griechische Reliefs*, p. 69). Long. 0.045."
201;(Pl. 162). — Tête de poisson (?), tournée à gauche. — Tessère découpée. *Revers* plat, portant le chiffre XIII. Haut. 0.020. Long. 0.032. 160 IVOIRES
202;(Pl. 162). — Moitié de figue (?). — Tessère découpée. Revers: III Long. 0.025.
203;(Pl. 163). — Demi-melon. — Tessère découpée. Revers: XII Un autre, décrit au Bull. dell' Inst. 1882, p. 7, porte les chiffres VIII et Θ. On en connaît un troisième, en verre bleu et blanc opaque, avec le chiffre XXVI. Haut. 0.015.
204;(Pl. 163). — Demi-melon. — Tessère découpée. Revers: VIII Haut. 0.017.
205;(Pl. 163). — Demi-noisette. — Tessère découpée. Revers: X Haut. 0.017.
206;(Pl. 163). — Coquille Saint-Jacques. — Tessère découpée. Revers lisse, avec le chiffre XII. Autres exemplaires, marqués XI, dans la collection Martinetti (Mélanges, l. c., pl. VI, 10). Haut. 0.018. IVOIRES 161
207;"(Pl. 163). — Petit pectoral; sur le devant, une façade de temple avec ses cinq colonnes. Bords cordelés. Revers lisse, marque incertaine, peut-être le chiffre I précédé d'un petit A. Haut. 0.021."
208;(Pl. 163). — Cercles concentriques, en relief, autour d'un point central. Revers: XII Diam. 0.015.
209;(Pl. 163). — Tessère orbiculaire. De chaque côté, deux grandes lettres en relief, occupant toute la surface du disque: SB et SX. Bords dentelés. Diam. 0.018 sur 0.020.
210;"(Pl. 162). — Masque de Méduse. — Petit disque orné d'un masque de Méduse en relief et de beau style. L'absence de toute notation numérique prouve que l'objet a difficilement pu servir de tessère de jeu. Il y a cependant des exceptions à cette règle. Diam. 0.021. 162 IVOIRES # TESSÈRES CONSULAIRES Les petites réglettes en ivoire, connues sous le nom de « tessères de gladiateurs », portent des légendes qui nous apprennent invariablement ceci: *un tel, esclave d'un tel, a vu* (spectavit) *à telle date*. La date est minutieusement précisée: jour, mois et année; mais on ne dit pas ce que l'esclave a vu. Les années marquées sur ces tessères se répartissent sur deux siècles, de l'an 96 avant notre ère jusqu'au règne de Domitien. L'un des bouts de la réglette, du côté gauche, est muni d'une anse et percé d'un trou de suspension. A quoi ces objets ont-ils servi ? Leur destination véritable reste obscure, mais on peut affirmer hautement qu'ils sont étrangers à la gladiature. Les gladiateurs recevaient des décorations en bronze, non en ivoire; nous en possédons plusieurs. Puis les dates tombent souvent sur des jours où les jeux de l'amphithéâtre étaient interdits. Ainsi, le 7 avril (tessère de *Philargurus Lucili*) coïncide avec les jeux Mégalésiens, le 17 novembre (tessère d'*Hermia*) avec les jeux plébéiens, qui se célébraient au cirque, non dans l'arène. Un tiers des tessères date des Kalendes du mois. Dans une lettre à son secrétaire (*Epist.* 16, 20) Cicéron écrit: « tu potes Kalendis spectare gladiatores »; mais il n'est pas admissible que les Romains aient inauguré l'année par des jeux sanglants. Le jour des Nones, on n'aura pas convié davantage le peuple à des représentations publiques, si ce que dit Macrobe est exact: « Nonis autem conventus universae multitudinis vitandus existimabatur » (*Saturn.* I, 13, 18). Et beaucoup de tessères portent la date des Nones. On relirait donc sans profit les innombrables dissertations consacrées, en pure perte, à ces objets énigmaIVOIRES 163 tiques. Des symboles, tel que le trident avec la palme, un caducée, un foudre, se trouvent gravés, parfois, sur l'une des faces de la réglette. Eux aussi ne nous apprennent rien, car le trident, par exemple, avant de devenir l'arme du rétiaire, était l'arme de Neptune. De toute manière, il faut chercher une interprétation qui laisse les gladiateurs de côté. Or, sur une tessère trouvée à Arles, on lisait SPECTAT NVM(en). La personne pour laquelle, sous le consulat de Cicéron, on l'avait gravée, était probablement restée la nuit dans un sanctuaire d'Esculape et y avait vu le dieu. La pratique de l'incubation était très répandue dans le monde ancien; à Rome, Esculape et Serapis apparaissaient en songe aux malades qui s'endormaient dans leurs temples; le devin expliquait le songe et indiquait les moyens de guérir. Nous savons par Suétone qu'à l'époque de l'empereur Claude on envoyait les esclaves infirmes dans l'île du Tibre, au temple d'Esculape, réputé pour ses guérisons miraculeuses. La fête du dieu se célébrait au 1er janvier, jour inscrit sur six ou sept de nos tessères."
211;"(Pl. 164). — TESSÈRE CONSULAIRE du 21 mars 57 avant notre ère. Stepanus Mammi sp(ectavit) a(nte) d(lem) IIX k(alendas) Ap(riles), P(ublio) Len(tulo), Q(uinto) Met(ello). Les consuls sont P. Cornelius Lentulus Spinther, l'ami de Cicéron, et Q. Caecilius Metellus Nepos. « Generosissimum consulatus collegium Lentuli et Metelli fuit, qui ambo in scaena propter similitudinem histrionum propemodum spectati sunt », dit Valère-Maxime (VIII, 14, 4). 164 IVOIRES L'an 57 (697 de Rome), César soumit les Belges, et Cicéron fut rappelé de l'exil. *Stepanus*, au lieu de *Stephanus*, est un archaïsme; de même, on remarque plusieurs lettres archaïques dans l'alphabet de cette petite inscription: le N, dont la seconde haste dépasse la première; le P, qui a conservé ses angles droits dans le nom propre, puis s'arrondit un peu à la 3ᵉ ligne et devient à la 4ᵉ un P ordinaire, à boucle ouverte; enfin le Q avec son appendice franchement horizontal. Trouvée à Rome, dans une vigna du mont Aventin. — Vente Saulini (1899). Henzen, *Bull. dell' Instituto* 1865, p. 103. — Ritschl, *Rhein. Museum*, t. XIX, 459. 480 et *Priscae latinitatis epigraphicae supplementum* V, 13 (pl.). — Garrucci, *Dissertazioni arch.* I, 45 et *Sylloge* (1877), n. 1038. Long. 0.040. — Oreillette brisée. ---"
212;"(Pl. 164). — TESSÈRE CONSULAIRE du 15 juillet 56 avant notre ère. **Anteros** - Acili sp(ectavit) id(ibus) Qui(nctilibus), - Cn(aeo) Cor(nelio), L(ucio) Mar(cio). L'an 698, Rome avait pour consuls *Cn. Cornelius Lentulus Marcellinus* et *Lucius Marcius Philippus*, le second mari de la mère d'Auguste. Quant à l'alphabet de la tessère, il ne diffère pas beaucoup de celui du numéro précédent. Les N et les Q sont les mêmes, la boucle du P est absolument arrondie, mais en examinant les L, on voit une faible réminiscence de l'L archaïque, à angle aigu. Ancienne collection Abbati à Rome. — Vente Saulini (1899). Henzen, *Bull. dell' Instituto*, 1862, p. 81. — Ritschl, *Priscae* IVOIRES 165 latinitatis epigr. supplementum, I, 15 (pl.). Gladiatorentesseren, pl. I, J. — Corpus inscript. lat. I, n. 1537; add. p. 560. — Garrucci, Sylloge (1877), n. 1041. Long. 0.051."
213;"(Pl. 164). — TESSÈRE CONSULAIRE du 1er janvier de l'an 21 avant notre ère. - Hypolitus - Septimi - sp(ectavit) k(alendis) Ian(uariis), M(arco) Lollio co(n)s(ule). Dans les premiers jours de l'an 733 de Rome, Marcus Lollius, le vainqueur des Galates, était consul sans collègue (Cassius Dion, I. 54,6); voilà pourquoi son nom paraît seul sur cette tessère datée du 1er janvier. L'attribution est d'autant plus certaine que la réglette, de dimensions minuscules, a la même forme et la même écriture qu'une tessère inédite de l'an 19. Hypolitus est le nom propre grec Τεῦντς. Dans le mot Septimi, le P a ses angles droits archaïques; plus loin, dans sp(ectavit), sa boucle s'arrondit. Vente Saulini (1899). — Ancienne collection Secchi, à Rome. Borghesi, Bull. dell' Inst. 1845, p. 164. — Henzen, Annali 1856, p. 45 et Bull. dell' Instituto, 1865, p. 105. — Ritschl, Gladiatorenteseren, p. 28, pl. III, F. — Corpus inscript. lat. I, n. 741. Long. 0.028. — Anse enjolivée."
214;(Pl. 165). — TESSÈRE CONSULAIRE du 30 janvier de l'an 7. C(aius) Numitorius - Norbanus - sp(ectavit) III k(alendas) Feb(ruarias), - A(ulo) Lic(inio), Q(uinto) Cret(ico) co(n)s(ulibus) 166 IVOIRES Les noms complets des consuls de l'an de Rome 760 (7 après J.-C.) sont: Aulus Licinius Nerva Silianus et Quintus Caecilius Metellus Creticus Silanus. Le premier est connu par les monnaies d'Auguste qu'il avait fait frapper comme triumvir monétaire, le second par son gouvernement de la Syrie. Notre tessère est un chef-d'œuvre de calligraphie. Vente Saulini (1899). Henzen, Annali 1856, p. 46. — Garrucci, Graffiti di Pompei, p. 67 (copie du Père Marchi). — Ritschl, Gladiatorentesseren, pl. III, L. — Corpus inscript. lat., t. I, n. 756. Long. 0.047.
215;(Pl. 165). — TESSÈRE CONSULAIRE du 7 octobre de l'an 29. Libanus - Valeri sp(ectavit) n(onis) Oct(obribus), - L(ucio) Aspr(enate), A(ulo) Plaut(io) c(onsulibus). Les consuls suffets Lucius Nonius Asprenas et Aulus Plautius n'entrèrent en fonctions que le 1er juillet de l'an de Rome 782 (29 après J.-C.). Le second s'est distingué par ses campagnes contre les Bretons. Vente Saulini (1899). Henzen, Bull. dell' Instituto 1860, p. 173. — Corpus inscript. lat., t. I, n. 768. — Ritschl, Gladiatorentesseren, pl. II, W. Long. 0.050.
216;"(Pl. 165). — TESSÈRE CONSULAIRE de date incertaine. Hymnus Lucreti sp(ectavit) a(nte) d(iem) k(alendas) Mai(as) XV, P(ublio) Lent(ulo), Cn(aeo) Hor... IVOIRES 167 Impossible d'assigner une date précise à ces deux consuls, qui étaient des consuls suffets. Sur la 3ᵉ face de la réglette, le graveur avait oublié de mettre le nombre XV à sa vraie place; il a rectifié son erreur sur une seconde ligne. Long. 0.040."
217;(Pl. 166). — TESSÈRE CONSULAIRE de date incertaine. Corinthus - Scanti sp(ectavit) ld(ibus) Ian(uariis), - T(ito) Stat(ilio), C(alo) Sall(ustio). Il s'agit encore de deux consuls suffets, en fonction à des dates inconnues. Souvenir de l'Exposition Dutuit au Trocadéro, n. 158. Long. 0.050.
218;(Pl. 166). — TESSÈRE ROMAINE de l'époque républicaine. Statis. Cloil. C c'est-à-dire: Stati(u)s Cloel(ius) C(ai filius). L'emploi de la diphthongue OI prouve que l'inscription remonte à peu près au milieu du VIIᵉ siècle de Rome, et le prénom Statis (pour Statius) ne fait que confirmer cette fixation de date. Sur chacune des trois autres facettes, la tessère est ornée de trois points clos, et la seconde facette plate porte les traces d'un commencement de graffite (antique): AS. Le sommet est perforé. Trouvée près de Terracina. — Vente Saulini (1899). Brunn, Bull. dell' Instituto 1864, p. 38. — Garrucci, Sylloge, n. 2265. Long. 0.045. — Belle patine verte. — Cassure à l'anse. 168 IVOIRES
